phrase,stage,freq,success,success_rate
Are you also receiving any other extra benefits like Medicaid as well?,Needs Analysis,1,0,0.0
Do you currently have any retirement medical coverage?,Needs Analysis,1,0,0.0
"Do you see the doctors often, sir?",Needs Analysis,1,0,0.0
Do you have a premium that you pay for it every month?,Needs Analysis,1,0,0.0
Do you have a lot of different specialists that you have to go to?,Needs Analysis,1,0,0.0
What do you mean raised or lowered?,Needs Analysis,1,0,0.0
What made you change to Humana?,Needs Analysis,1,0,0.0
"What benefits are most important to you, miss Broadway?",Needs Analysis,1,0,0.0
Have you ever heard of those plans?,Needs Analysis,1,0,0.0
"Are you with the Cigna preferred, Medicare HMO?",Needs Analysis,1,0,0.0
Do you have any chronic conditions like diabetes and heart issues?,Needs Analysis,1,0,0.0
"Do you have any heart condition as well, or is it just just, diabetes?",Needs Analysis,1,0,0.0
What is your Social Security number?,Needs Analysis,1,0,0.0
I'll have a couple of questions for you along the way.,Needs Analysis,1,0,0.0
Would you like to take a look and see what's available to you?,Needs Analysis,1,0,0.0
Is it just a primary care?,Needs Analysis,1,0,0.0
Do you have any insurance coverage through military benefits?,Needs Analysis,1,0,0.0
"Do you currently reside in a nursing home, assisted living facility, or a long term care facility?",Needs Analysis,1,0,0.0
Do you have any Medicare supplement insurance?,Needs Analysis,1,0,0.0
"Do you see your doctors there, and do they provide food there?",Needs Analysis,1,0,0.0
"Do you have your red, white, and blue Medicare card available at the moment?",Needs Analysis,1,0,0.0
"Do you currently have any coverage, like, maybe through an old, union, employer, or military, anything like that?",Needs Analysis,1,0,0.0
Do you have any other concerns like co pays or anything of that nature?,Needs Analysis,1,0,0.0
"If there's a plan that gives you more and also you still have $0 co pays, wouldn't you wanna take advantage of that?",Needs Analysis,1,0,0.0
Let's make sure you're getting everything that you deserve.,Needs Analysis,1,0,0.0
What was your ZIP code?,Needs Analysis,1,0,0.0
Do you happen to have that card available or close by at all?,Needs Analysis,1,0,0.0
"What plan do you have now, miss Dixon?",Needs Analysis,1,0,0.0
Is it okay for Mayberry advisers just to call you or text you?,Needs Analysis,1,0,0.0
Do you have a supplemental plan right now that you're paying for each month?,Needs Analysis,1,0,0.0
"If there was a benefit, that you could have, what would that be?",Needs Analysis,1,0,0.0
And are you just seeing your primary for checkups yearly?,Needs Analysis,1,0,0.0
Do you happen to have any insurance benefits from a past employer group or union group?,Needs Analysis,1,0,0.0
"Do you need major work like, extractions, or are you looking to get partials or bridge or dentures?",Needs Analysis,1,0,0.0
Is Anthem helping you out with a food card right now?,Needs Analysis,1,0,0.0
Are you finding that still affordable for you?,Needs Analysis,1,0,0.0
What is the ZIP code that you reside in?,Needs Analysis,1,0,0.0
"Would you qualify under any of our special needs plans for people with diabetes, heart disease, and lung disease?",Needs Analysis,1,0,0.0
Whatâ€™s your ZIP code?,Needs Analysis,1,0,0.0
"Do you have UnitedHealthcare, Aetna, Humana?",Needs Analysis,1,0,0.0
What's the main thing that you're looking for in a plan right now?,Needs Analysis,1,0,0.0
What do you have for coverage right now?,Needs Analysis,1,0,0.0
"If there were any benefits, that you could improve, what benefits would that be?",Needs Analysis,1,0,0.0
"What type of medical equipment, if you don't mind me asking?",Needs Analysis,1,0,0.0
Do you receive any medical benefits from a current or former employer or union group?,Needs Analysis,1,0,0.0
What's one of the main things that you like about your plan right now?,Needs Analysis,1,0,0.0
We can take a look and see which one you have.,Needs Analysis,1,0,0.0
I just wanna maybe help you.,Needs Analysis,1,0,0.0
There are quite a few plans that are available in your ZIP code.,Needs Analysis,1,0,0.0
How many doctors are you seeing altogether right now?,Needs Analysis,1,0,0.0
Do you have Medicare Advantage?,Needs Analysis,1,0,0.0
Are you still with Humana?,Needs Analysis,1,0,0.0
"If there was any benefit that you could improve with your current coverage, what would that be?",Needs Analysis,1,0,0.0
Are you seeing any specialists or just seeing are you seeing a cardiologist?,Needs Analysis,1,0,0.0
Do you use Indian Health as well?,Needs Analysis,1,0,0.0
You're getting benefits from your old employer?,Needs Analysis,1,0,0.0
What I'd like to do is go ahead and go through the plan you currently have.,Needs Analysis,1,0,0.0
What are some benefits that you feel are most important for you?,Needs Analysis,1,0,0.0
Are you getting enough grocery money from Humana?,Needs Analysis,1,0,0.0
"Is there, like, any plans that are available?",Needs Analysis,1,0,0.0
Do you pay any money to go for any of your medical?,Needs Analysis,1,0,0.0
Are they giving you a food benefits card?,Needs Analysis,1,0,0.0
Do you use your health care a lot?,Needs Analysis,1,0,0.0
Do you have any doctors or hospitals that we would need to verify for you here today?,Needs Analysis,1,0,0.0
Are you going to the doctors a lot right now?,Needs Analysis,1,0,0.0
What's going on with your insurance benefits this year?,Needs Analysis,1,0,0.0
Do you get a groceries benefit?,Needs Analysis,1,0,0.0
Are we doing this review just for yourself today or for anybody else too?,Needs Analysis,1,0,0.0
How much you received if you have a dual complete?,Needs Analysis,1,0,0.0
Are you paying more for your prescriptions?,Needs Analysis,1,0,0.0
Do you need something like more dental coverage?,Needs Analysis,1,0,0.0
Did they give you a grocery benefit?,Needs Analysis,1,0,0.0
Do you need any dental benefit?,Needs Analysis,1,0,0.0
"Do you receive, like, a food card from Humana?",Needs Analysis,1,0,0.0
Did you choose the coverage on your own?,Needs Analysis,1,0,0.0
What is your chronic condition?,Needs Analysis,1,0,0.0
"Do you receive any benefit from your previous, like, employer, union, TRICARE, or VA?",Needs Analysis,1,0,0.0
Do you or your spouse receive any medical benefits from a current employer?,Needs Analysis,1,0,0.0
How much money do you get for groceries?,Needs Analysis,1,0,0.0
Were you looking to increase your benefits or save some money today?,Needs Analysis,1,0,0.0
"Do you think you lost it, or you just don't have it already?",Needs Analysis,1,0,0.0
Are you using any of the other extra benefits?,Needs Analysis,1,0,0.0
Whatâ€™s gonna be important to you regarding coverage when you start Medicare next month?,Needs Analysis,1,0,0.0
Do you have a chronic or conditions?,Needs Analysis,1,0,0.0
"Do you need transportation to get your appointments, or do you drive yourself?",Needs Analysis,1,0,0.0
"Did they finally, did they come out?",Needs Analysis,1,0,0.0
Who do you currently have for your health care provider?,Needs Analysis,1,0,0.0
Is it okay?,Needs Analysis,1,0,0.0
"Are we looking at benefits for only you today, Adam or for maybe another friend or family as well?",Needs Analysis,1,0,0.0
Do you have any type of chronic condition like diabetes or a heart condition?,Needs Analysis,1,0,0.0
What kind of benefits does your plan give you now?,Needs Analysis,1,0,0.0
Is there anything in particular that you're not getting right now?,Needs Analysis,1,0,0.0
"Do you have the dental, vision benefit combined with the Medicare?",Needs Analysis,1,0,0.0
Do you have more than just one condition?,Needs Analysis,1,0,0.0
"You're not living in a nursing home or long term care facility or hospital right now, is that correct?",Needs Analysis,1,0,0.0
Is there anything that you would like to improve upon with your plan?,Needs Analysis,1,0,0.0
"Do you have, like, the VA, or do you have the military or anything like that?",Needs Analysis,1,0,0.0
Are we looking for benefits and savings just for you today?,Needs Analysis,1,0,0.0
What is not covered now?,Needs Analysis,1,0,0.0
"What county are you in, Barnabas?",Needs Analysis,1,0,0.0
"Are you using, like, the dental division and stuff like that with your WellPoint?",Needs Analysis,1,0,0.0
Are you getting enough for your eyeglasses?,Needs Analysis,1,0,0.0
"Do you receive any medical benefits from a current employer, former employer, or union group?",Needs Analysis,1,0,0.0
Did you tell me you got a letter taking away your Medicaid?,Needs Analysis,1,0,0.0
Which grocery store are you looking at?,Needs Analysis,1,0,0.0
"Would you fall under any of those, please?",Needs Analysis,1,0,0.0
What type of benefits are you currently looking for?,Needs Analysis,1,0,0.0
"What about, what about dental? Do you are are you expecting to use any of the dental this year?",Needs Analysis,1,0,0.0
Are you still taking any medication for that?,Needs Analysis,1,0,0.0
I might have heart disease.,Needs Analysis,1,0,0.0
What sort of extra benefits would you like me to check?,Needs Analysis,1,0,0.0
What do you have to do to qualify for the extra money?,Needs Analysis,1,0,0.0
"If you could get 300 or $2.50, would that make a difference in your life?",Needs Analysis,1,0,0.0
Who do you currently have right now for your health care needs?,Needs Analysis,1,0,0.0
Do you like the Humana plan that you're in right now?,Needs Analysis,1,0,0.0
Do you get Senior Care?,Needs Analysis,1,0,0.0
I really am trying to get implants,Needs Analysis,1,0,0.0
Would you like me to check for you?,Needs Analysis,1,0,0.0
Are you a veteran? Do you get any benefits from the VA?,Needs Analysis,1,0,0.0
Do you have any other type of coverage?,Needs Analysis,1,0,0.0
It's been kinda off and on.,Needs Analysis,1,0,0.0
"Do you make your own health care decisions, or does somebody have power of attorney?",Needs Analysis,1,0,0.0
But do you make your own health care decisions?,Needs Analysis,1,0,0.0
Can I get the extra hundred and $74 a month?,Needs Analysis,1,0,0.0
"Do you live in a nursing home, long term care facility?",Needs Analysis,1,0,0.0
Would you happen to have any insurance coverage by a past employer or current employer or union group?,Needs Analysis,1,0,0.0
"Do you have any benefits through, like, an old job or the military or union?",Needs Analysis,1,0,0.0
"Have you used your benefits, recently?",Needs Analysis,1,0,0.0
What is your current income?,Needs Analysis,1,0,0.0
I definitely wanna see if we can work out anything like that for you.,Needs Analysis,1,0,0.0
Which one are there any benefits that you plan on using this year?,Needs Analysis,1,0,0.0
"Do you have, any military benefits, you said. Right?",Needs Analysis,1,0,0.0
Do you or do you have any extra benefits in the plan?,Needs Analysis,1,0,0.0
Would you like that number for Social Security to see if you're eligible for Extra Help?,Needs Analysis,1,0,0.0
Are any of those medications for the following conditions?,Needs Analysis,1,0,0.0
Are you looking to get away from that to save you money?,Needs Analysis,1,0,0.0
"Do you have any issues with, like, diabetes or any problems with strokes or heart attacks in the past?",Needs Analysis,1,0,0.0
"You don't like the over the counter, which I get it.",Needs Analysis,1,0,0.0
Do you have any assistance through the state right now?,Needs Analysis,1,0,0.0
Do you get your prescription from the VA as well?,Needs Analysis,1,0,0.0
"Do you have any chronic conditions such as a, like, a heart disease or diabetes?",Needs Analysis,1,0,0.0
Do you have any other coverage maybe from a previous employer?,Needs Analysis,1,0,0.0
Do you take any insulins and stuff?,Needs Analysis,1,0,0.0
"Do you pay co pay on your plan, ma'am, or no?",Needs Analysis,1,0,0.0
"Now, Karen tell me what's gonna be important that you wanna improve with your benefits.",Needs Analysis,1,0,0.0
What benefits would you like to improve for this year?,Needs Analysis,1,0,0.0
Do you pay any co pays when you see your doctor or specialist?,Needs Analysis,1,0,0.0
Were there any other benefits that you'd like to increase?,Needs Analysis,1,0,0.0
Is there any particular benefit that you're seeking today?,Needs Analysis,1,0,0.0
Are you looking for a plan with those extra benefits for yourself or someone else?,Needs Analysis,1,0,0.0
Did you want me to call you back later?,Needs Analysis,1,0,0.0
What about your vision? You had the opportunity to use your vision benefits yet.,Needs Analysis,1,0,0.0
Would you happen to have any medical benefits that are provided to you by a past employer?,Needs Analysis,1,0,0.0
